埃弗顿,莱切城,5,0.75,0.96,0.9,0.75,0.9,0.96,3
水晶宫,阿森纳,-1,-0.75,0.86,1,-0.75,1.02,0.84,3
热  刺,伯恩茅,5,1.75,0.9,0.96,2,0.98,0.88,3
水晶宫,莱切城,2,0.5,1,0.86,0.5,0.96,0.9,1
埃弗顿,伯恩利,5,1.25,1.02,0.84,1,0.88,0.98,3
斯托克,赫尔城,3,0.5,0.94,0.92,0.5,0.96,0.9,3
桑德兰,西汉姆,-1,-0.25,0.9,0.96,0,0.96,0.9,1
沃特福,斯旺西,1,0.25,1.12,0.74,0,0.88,0.98,3
南安普,曼  城,-3,-0.75,0.94,0.92,-0.75,0.92,0.94,0
西布罗,利物浦,-2,-0.5,1,0.86,-0.75,0.82,1.04,0
曼  联,切尔西,1,0,0.82,1.04,0,1,0.86,3
米德尔,阿森纳,-1,-1,1.02,0.84,-1,1.12,0.74,0
伯恩茅,米德尔,2,0.5,0.84,1.02,0.5,0.82,1.04,3
赫尔城,沃特福,1,0.5,1,0.86,0.5,0.82,1.04,3
斯旺西,斯托克,0,0.25,0.94,0.92,0.25,0.94,0.92,3
西汉姆,埃弗顿,0,-0.25,0.98,0.88,-0.5,0.8,1.06,1
伯恩利,曼  联,-2,-1,0.94,0.92,-0.75,0.9,0.96,0
利物浦,水晶宫,3,1,0.86,1,1.25,1.06,0.8,0
切尔西,南安普,4,1.5,1.22,0.64,1.25,0.94,0.92,3
阿森纳,桑德兰,5,2.5,0.86,1,2.5,0.8,1.06,3
曼  城,西布罗,4,2.25,0.9,0.96,2.25,0.94,0.92,3
莱切城,热  刺,-1,-0.5,1,0.86,-0.5,1,0.86,0
南安普,赫尔城,2,0.75,0.86,1,1,0.96,0.9,1
斯托克,西汉姆,0,0.25,0.84,1.02,0.5,1.02,0.84,1
桑德兰,伯恩茅,0,0,1.12,0.74,-0.25,0.98,0.88,0
西布罗,莱切城,2,0.25,1.14,0.72,0,0.92,0.94,0
水晶宫,伯恩利,2,0.5,0.78,1.08,0.5,0.78,1.08,0
曼  联,斯旺西,4,1.5,1.14,0.72,1.25,0.92,0.94,1
埃弗顿,切尔西,2,-0.5,0.82,1.04,-0.5,1.02,0.84,0
米德尔,曼  城,-2,-1.5,1.02,0.84,-1.75,0.86,1,1
热  刺,阿森纳,2,0.5,0.86,1,0.75,1,0.86,3
沃特福,利物浦,-2,-1,0.9,0.96,-1,0.82,1.04,0
西汉姆,热  刺,-2,-1.25,0.96,0.9,-1.25,1.08,0.78,3
曼  城,水晶宫,3,1.75,0.82,1.04,1.75,0.78,1.08,3
伯恩茅,斯托克,1,0.25,0.88,0.98,0.25,1,0.86,1
伯恩利,西布罗,2,0.25,0.92,0.94,0.25,1.12,0.74,1
赫尔城,桑德兰,1,1,0.78,1.08,1,0.84,1.02,0
莱切城,沃特福,3,1,1,0.86,0.75,0.82,1.04,3
斯旺西,埃弗顿,0,-0.25,0.76,1.1,0,0.78,1.08,3
利物浦,南安普,2,1,0.98,0.88,1,1,0.86,1
阿森纳,曼  联,1,0.5,0.98,0.88,0.5,1.03,0.83,3
切尔西,米德尔,5,2,0.82,1.04,2.25,0.9,0.96,3
埃弗顿,沃特福,5,1.25,0.98,0.88,1.25,0.84,1.02,3
西布罗,切尔西,-1,-1,1.1,0.76,-1.25,1.14,0.72,0
曼  城,莱切城,4,1.75,0.9,0.96,2,0.94,0.92,3
伯恩茅,伯恩利,2,0.5,0.92,0.94,0.5,0.8,1.06,3
米德尔,南安普,0,-0.5,0.88,0.98,-0.5,0.84,1.02,0
桑德兰,斯旺西,0,-0.5,1.04,0.82,-0.25,0.96,0.9,0
